0.00000000	-60.00000000
0.02000000	-59.99513706
0.04000000	-59.99023910
0.06000000	-59.98527136
0.08000000	-59.98020783
0.10000000	-59.97503381
0.12000000	-59.96974305
0.14000000	-59.96433422
0.16000000	-59.95880839
0.18000000	-59.95316758
0.20000000	-59.94741399
0.22000000	-59.94154961
0.24000000	-59.93557607
0.26000000	-59.92949454
0.28000000	-59.92330571
0.30000000	-59.91700975
0.32000000	-59.91060629
0.34000000	-59.90409443
0.36000000	-59.89747264
0.38000000	-59.89073880
0.40000000	-59.88389005
0.42000000	-59.87692277
0.44000000	-59.86983247
0.46000000	-59.86261360
0.48000000	-59.85525944
0.50000000	-59.84776184
0.52000000	-59.84011090
0.54000000	-59.83229457
0.56000000	-59.82429810
0.58000000	-59.81610324
0.60000000	-59.80768714
0.62000000	-59.79902069
0.64000000	-59.79006613
0.66000000	-59.78077301
0.68000000	-59.77107174
0.70000000	-59.76086182
0.72000000	-59.74998896
0.74000000	-59.73819449
0.76000000	-59.72498244
0.78000000	-59.70916346
0.80000000	-59.68659068
0.82000000	-59.64310217
0.84000000	-59.56968368
0.86000000	-59.46827539
0.88000000	-59.34620303
0.90000000	-59.21090326
0.92000000	-59.06793719
0.94000000	-58.92092882
0.96000000	-58.77208139
0.98000000	-58.62268940
1.00000000	-58.47350363
1.02000000	-58.32496053
1.04000000	-58.17731806
1.06000000	-58.03073370
1.08000000	-57.88530864
1.10000000	-57.74111254
1.12000000	-57.59819746
1.14000000	-57.45660556
1.16000000	-57.31637347
1.18000000	-57.17753473
1.20000000	-57.04012105
1.22000000	-56.90416312
1.24000000	-56.76969096
1.26000000	-56.63673413
1.28000000	-56.50532181
1.30000000	-56.37548281
1.32000000	-56.24724559
1.34000000	-56.12063814
1.36000000	-55.99568801
1.38000000	-55.87242220
1.40000000	-55.75086707
1.42000000	-55.63104832
1.44000000	-55.51299086
1.46000000	-55.39671874
1.48000000	-55.28225508
1.50000000	-55.16962194
1.52000000	-55.05884028
1.54000000	-54.94992981
1.56000000	-54.84290893
1.58000000	-54.73779458
1.60000000	-54.63460218
1.62000000	-54.53334547
1.64000000	-54.43403643
1.66000000	-54.33668510
1.68000000	-54.24129952
1.70000000	-54.14788555
1.72000000	-54.05644673
1.74000000	-53.96698421
1.76000000	-53.87949654
1.78000000	-53.79397963
1.80000000	-53.71042663
1.82000000	-53.62882783
1.84000000	-53.54917069
1.86000000	-53.47143981
1.88000000	-53.39561700
1.90000000	-53.32168139
1.92000000	-53.24960966
1.94000000	-53.17937622
1.96000000	-53.11095353
1.98000000	-53.04431242
2.00000000	-52.97942250
2.02000000	-52.91625247
2.04000000	-52.85477055
2.06000000	-52.79494484
2.08000000	-52.73674366
2.10000000	-52.68013586
2.12000000	-52.62509109
2.14000000	-52.57158005
2.16000000	-52.51957464
2.18000000	-52.46904820
2.20000000	-52.41997557
2.22000000	-52.37233322
2.24000000	-52.32609937
2.26000000	-52.28125404
2.28000000	-52.23777912
2.30000000	-52.19565852
